region,scenario,sector,indicator,year,value,unit,version,comments,source
COL,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,251.18,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
DEU,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-104.33,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,281.44,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PHL,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,259.89,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARG,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,214.84,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NPL,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,289.81,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
VNM,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,220.85,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
COL,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,275.28,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
TUR,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,188.98,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SAU,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,176.51,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,300.12,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EGY,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,239.67,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ZAF,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,130.34,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KAZ,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,265.02,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
UKR,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,194.51,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,329.87,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
THA,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,240.88,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PHL,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,315.25,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARG,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,281.39,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
THA,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,267.58,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
AUS,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,260.36,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARG,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,295.43,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KAZ,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,308.52,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
UKR,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,236.5,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARG,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,317.8,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
DEU,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,52.64,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
AUS,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,303.33,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
VNM,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,349.92,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EGY,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,373.33,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CAN,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,296.3,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MEX,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,182.47,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
THA,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,343.06,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NPL,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,440.98,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,235.19,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EGY,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,406.24,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
THA,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,358.99,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
VNM,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,382.42,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PHL,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,471.74,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
TUR,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,381.76,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NPL,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,472.88,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
THA,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,384.35,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CAN,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,345.4,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,288.7,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IRN,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,327.31,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ZAF,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,347.78,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PHL,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,504.76,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GBR,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,325.18,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KAZ,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,431.48,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
UKR,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,355.22,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
TUR,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,430.3,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NPL,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,523.68,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KAZ,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,457.43,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EGY,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,499.24,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SAU,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,378.84,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
UKR,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,380.28,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ZAF,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,402.53,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PHL,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,557.35,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
VNM,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,474.3,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EGY,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,518.99,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GBR,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,399.5,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
AUS,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,424.82,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
VNM,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,493.68,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KAZ,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,498.75,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EGY,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,550.06,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
UKR,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,420.17,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SAU,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,429.78,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
VNM,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,524.56,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
AUS,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,450.46,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MEX,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,418.68,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
TUR,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,567.53,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,440,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
AUS,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,491.29,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GBR,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,517.85,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NGA,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,644.65,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
TUR,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,596.49,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,471.92,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CAN,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,484.21,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ZAF,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,557.3,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
RUS,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,314.6,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MEX,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,478.16,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IDN,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,423.6,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ZAF,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,589.96,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
TUR,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,642.6,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CAN,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,513.5,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,522.76,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IRN,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,552.64,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ZAF,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,641.98,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BRA,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,546.7,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
JPN,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,368.38,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NGA,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,760.64,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SAU,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,573.79,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CAN,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,560.15,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IRN,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,609.37,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
DEU,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,496.43,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SAU,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,604.19,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MEX,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,646.3,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MEX,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,681.78,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
USA,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-1574.65,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ETH,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,826.86,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SAU,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,652.58,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
